facility_id,age,service_type,priority_level,customer_type,wait_tolerance,queue_length,queue_position,historical_avg_wait,active_staff_count,avg_service_time,staff_availability,hour_of_day,day_of_week,is_holiday,peak_hours,no_show_indicator,service_counters,operational_hours,feedback_score,actual_wait_time,queue_status
F002,82,renewal,elderly,walk-in,16,30,5,18,4,6.9,0.84,10,2,0,1,0,2,12,3.9,,busy
F004,77,renewal,elderly,online,11,37,26,23.4,8,15.1,0.81,11,4,0,1,0,3,12,4.2,,critical
F002,29,renewal,normal,walk-in,15,14,1,22,1,6.8,0.65,13,4,0,0,0,3,9,4.6,,busy
F003,19,complaint,normal,appointment,22,26,5,19.5,1,12.9,0.67,16,6,0,0,0,5,12,3.5,,critical
F003,56,inquiry,normal,online,8,22,20,23.8,7,4.5,0.82,12,0,1,1,0,6,10,4.3,,critical
F003,53,renewal,urgent,online,8,25,11,18,3,10.1,0.8,15,3,0,0,0,3,9,3.2,,critical
F004,69,application,urgent,appointment,5,15,11,14,1,20.9,0.8,8,0,0,0,0,5,12,2.2,,critical
F005,61,payment,normal,online,15,12,11,25,3,7.6,0.75,17,4,0,0,0,3,10,3.4,,critical
F004,41,application,normal,appointment,24,27,21,21.6,4,13.2,0.87,12,4,0,1,0,4,10,3.7,,critical
F004,78,consultation,elderly,online,20,6,6,12,4,15.3,0.87,15,2,0,0,0,6,10,4.4,,congested
F004,61,payment,normal,walk-in,28,42,37,56.2,4,8.1,0.86,10,6,0,1,0,4,9,2.9,,critical
F005,44,renewal,normal,walk-in,23,10,10,15,4,7.5,0.84,8,1,0,0,0,5,12,4.3,,congested
F002,22,consultation,normal,online,14,22,7,21,1,14,0.87,15,2,0,0,0,2,8,3.1,,critical
F003,57,renewal,normal,walk-in,23,16,4,39.6,7,8.6,0.92,11,0,0,1,0,4,12,4.4,,normal
F001,35,inquiry,normal,appointment,26,19,16,27.3,2,3.3,0.65,16,5,0,0,0,3,9,5,,congested
F003,82,consultation,elderly,online,16,18,4,37.8,8,13.1,0.93,11,4,0,1,1,6,8,4.2,,abandoned
F004,20,complaint,normal,appointment,19,6,6,13,4,19.7,0.73,18,1,0,0,0,3,9,4.4,,critical
F005,30,inquiry,elderly,online,15,27,9,18.2,4,6.4,0.85,8,6,0,0,0,2,10,4.5,,critical
F005,43,application,urgent,walk-in,7,13,9,16,3,9.9,0.81,15,3,0,0,0,5,9,4.1,,congested
F001,19,consultation,normal,walk-in,14,7,1,25,2,10.1,0.88,13,1,0,0,0,4,9,4.5,,normal
F001,30,consultation,normal,online,15,18,2,34.2,5,13.5,0.96,12,2,0,1,0,2,8,5,,busy
F004,60,payment,normal,walk-in,19,16,15,18,1,3,0.71,18,4,0,0,0,5,12,3.5,,critical
F005,39,inquiry,normal,appointment,8,10,3,14.3,2,3,0.63,15,5,0,0,0,5,9,4.7,,busy
F003,34,consultation,normal,online,15,20,16,13,4,16.5,0.73,13,3,0,0,1,2,9,4.2,,abandoned
F005,30,application,elderly,walk-in,18,18,8,25,3,14.5,0.8,13,0,0,0,0,6,8,5,,critical
F005,81,inquiry,elderly,walk-in,9,18,3,45,5,3,0.85,10,1,0,1,0,3,12,4.1,,normal
F001,75,inquiry,elderly,online,14,12,8,43.2,5,6.5,0.82,9,0,0,1,0,2,12,4.2,,critical
F002,56,consultation,elderly,walk-in,16,21,18,16,4,12.3,0.89,16,3,0,0,0,5,10,3.4,,critical
F003,64,complaint,normal,online,19,24,4,16.9,2,24.7,0.6,17,5,0,0,0,6,10,3.9,,critical
F004,70,payment,normal,walk-in,23,14,5,28.8,4,5.9,0.82,10,1,0,1,0,3,10,4.7,,normal
F004,33,complaint,normal,online,21,24,15,18.2,4,22.3,0.6,8,6,0,0,0,6,12,3.1,,critical
F004,40,application,elderly,online,22,16,4,39.6,8,16.9,0.92,10,3,0,1,0,5,9,3.9,,normal
F002,35,inquiry,normal,online,19,9,7,19,3,3.1,0.81,13,2,0,0,0,3,9,4.5,,normal
F005,34,complaint,elderly,online,11,25,6,20,1,14.2,0.83,18,2,0,0,0,5,10,3.7,,critical
F003,21,consultation,normal,walk-in,16,22,5,14.3,1,3,0.66,8,6,0,0,0,4,9,3.3,,critical
F002,22,application,normal,online,26,28,27,43.2,3,16.9,0.92,12,1,0,1,0,6,12,2.3,,critical
F003,24,complaint,urgent,walk-in,5,30,13,41.4,8,17.7,0.86,12,4,0,1,0,3,12,4,,critical
F001,65,complaint,normal,online,10,23,18,16,2,21.1,0.69,18,1,0,0,1,3,9,2.4,,abandoned
F004,53,inquiry,urgent,appointment,5,22,9,14,2,3,0.78,14,3,0,0,0,3,8,4.1,,busy
F002,56,complaint,urgent,walk-in,5,20,19,21,1,16.9,0.84,17,3,0,0,1,6,8,1,,abandoned
F002,69,application,elderly,appointment,23,9,6,22.1,2,18.2,0.8,14,5,0,0,0,6,12,3.2,,critical
F004,62,consultation,elderly,walk-in,17,24,8,22.1,1,13.1,0.8,18,5,0,0,0,4,10,2.3,,critical
F002,75,application,elderly,walk-in,24,20,2,19,2,16.8,0.7,13,2,0,0,0,6,8,4.5,,busy
F003,72,payment,elderly,appointment,18,10,4,29.9,1,3.8,0.82,18,6,0,0,0,2,8,4.9,,busy
F004,47,consultation,normal,walk-in,30,30,14,51.5,6,12.8,0.93,12,5,0,1,0,2,8,5,,critical
F003,23,complaint,normal,walk-in,14,16,12,30.4,5,15.8,0.96,9,5,0,1,0,5,12,4,,critical
F003,86,payment,elderly,online,9,12,3,22,3,3.9,0.89,8,0,0,0,0,2,9,4.8,,normal
F002,86,inquiry,elderly,appointment,20,13,2,11.4,2,11.9,0.82,17,0,1,0,0,5,9,4.2,,busy
F001,42,renewal,normal,online,20,8,3,11,4,8.4,0.79,17,0,0,0,0,4,8,4.8,,normal
F004,34,renewal,urgent,appointment,5,25,8,13,3,11.3,0.79,15,4,0,0,0,5,10,3.9,,critical
F004,90,application,elderly,walk-in,19,16,11,23,2,19.4,0.6,17,2,0,0,0,4,10,1.6,,critical
F001,77,inquiry,elderly,online,10,19,12,19,4,3,0.77,13,2,0,0,0,4,9,5,,busy
F001,27,complaint,normal,walk-in,28,16,1,23.4,7,17.8,0.92,12,6,0,1,0,6,10,4.4,,normal
F003,64,payment,elderly,appointment,19,17,8,19,2,6.6,0.74,15,3,0,0,0,6,8,4.2,,congested
F004,83,payment,elderly,walk-in,17,11,8,19.5,2,3,0.77,17,6,0,0,0,4,8,5,,busy
F004,65,renewal,elderly,appointment,18,21,2,28.8,7,9.5,0.98,11,1,0,1,0,2,8,4.6,,normal
F001,53,application,elderly,online,16,23,19,27,6,13.5,0.93,9,3,0,1,0,6,10,2.8,,critical
F002,63,inquiry,normal,appointment,19,28,16,45,7,7.5,0.8,11,1,0,1,0,3,8,2.5,,critical
F001,38,payment,normal,online,10,28,20,23.4,8,5.6,0.85,11,1,0,1,0,5,12,4.5,,critical
F001,20,inquiry,elderly,online,14,21,2,25.2,7,3.4,0.92,10,4,0,1,0,6,9,5,,normal
F004,90,inquiry,elderly,appointment,12,45,2,34.2,3,6.7,0.84,10,1,0,1,0,3,9,4.4,,congested
F005,41,application,elderly,appointment,17,56,43,42.1,4,4.5,0.94,10,5,0,1,0,6,8,3.8,,critical
F005,43,consultation,normal,online,7,49,33,53.8,4,10.3,0.92,10,5,0,1,1,2,8,4,,abandoned
F002,87,application,elderly,appointment,19,9,7,41.4,5,13.3,0.97,10,0,0,1,0,5,12,4,,busy
F003,35,inquiry,urgent,appointment,6,13,8,17,1,8.4,0.68,17,4,0,0,0,3,8,4.1,,critical
F001,33,application,normal,appointment,19,21,1,22,2,20.2,0.81,8,4,0,0,0,3,12,4.5,,busy
F005,72,application,elderly,online,13,41,24,32.4,8,14,0.88,12,1,0,1,0,5,9,3.8,,critical
F001,62,renewal,normal,walk-in,19,17,5,13,2,7.6,0.73,15,3,0,0,0,3,12,3.6,,congested
F004,24,complaint,normal,online,20,10,7,10,1,6,0.85,16,4,0,0,0,2,8,4.3,,critical
F004,67,consultation,normal,walk-in,22,30,20,34.2,8,3.6,0.99,9,4,0,1,1,5,8,5,,abandoned
F001,22,payment,normal,online,28,24,17,17,2,3,0.8,16,0,0,0,0,3,8,4.4,,congested
F005,68,complaint,normal,online,11,17,7,10,1,19.7,0.88,14,3,0,0,0,6,10,1.8,,critical
F001,42,application,normal,online,18,44,26,23.4,5,16.1,0.84,12,5,0,1,0,6,10,3.6,,critical
F004,50,application,normal,appointment,23,19,13,25,2,14.8,0.83,16,3,0,0,0,6,8,4.1,,critical
F002,46,complaint,normal,appointment,21,21,11,41.4,5,24.3,0.9,9,1,0,1,1,4,8,4.3,,abandoned
F002,40,application,elderly,online,20,20,11,21,2,9.6,0.87,13,2,0,0,0,5,9,4.6,,critical
F004,43,payment,normal,walk-in,22,21,20,37.8,4,3.5,0.96,12,0,0,1,0,6,8,4.2,,busy
F003,65,inquiry,normal,online,22,24,11,25,3,6.7,0.75,8,3,0,0,0,5,9,5,,critical
F001,79,inquiry,elderly,appointment,17,22,2,21,4,6.7,0.86,8,4,0,0,0,6,12,3.4,,normal
F003,66,payment,normal,online,12,13,2,12,3,6.2,0.78,8,0,1,0,0,3,10,4.9,,normal
F002,81,payment,elderly,appointment,13,23,7,29.9,3,7.8,0.71,13,5,0,0,0,6,9,4.1,,congested
F002,52,consultation,normal,online,21,21,18,41.4,6,6.9,0.84,11,0,0,1,0,5,8,3.2,,congested
F004,84,complaint,elderly,walk-in,10,39,21,45,5,27.3,0.85,10,1,0,1,0,2,9,1.7,,critical
F003,30,complaint,normal,appointment,17,44,22,42.1,5,27.9,0.87,12,5,0,1,0,2,12,3.1,,critical
F004,86,payment,elderly,online,11,13,13,24.7,3,9.5,0.7,18,6,0,0,0,2,12,4.4,,critical
F003,61,payment,normal,appointment,17,10,10,13.2,1,4.1,0.62,18,0,1,0,0,4,10,3.8,,critical
F002,64,inquiry,normal,walk-in,8,53,34,56.2,6,3,0.83,12,5,0,1,0,4,8,4.8,,critical
F003,78,consultation,elderly,walk-in,27,51,4,23.4,6,17.5,0.9,9,5,0,1,0,6,9,4.6,,critical
F003,49,payment,normal,walk-in,17,14,8,14,2,5.8,0.76,14,1,0,0,0,4,12,4,,critical
F004,88,renewal,elderly,online,17,24,5,19.5,4,7.9,0.79,16,6,0,0,0,6,10,3.8,,normal
F002,74,consultation,elderly,online,10,14,6,23,3,8.1,0.65,16,1,0,0,1,4,10,4.8,,abandoned
F004,56,inquiry,normal,walk-in,15,3,2,11.4,2,7.8,0.84,15,0,1,0,0,6,12,3.4,,normal
F003,46,inquiry,normal,online,15,16,3,29.9,2,3,0.75,18,5,0,0,0,4,10,4.3,,normal
F001,55,payment,normal,appointment,18,18,15,56.2,5,5.2,0.94,9,6,0,1,0,3,8,3.4,,critical
F003,52,renewal,normal,walk-in,21,9,8,10.8,4,5.2,0.82,10,0,1,1,1,5,10,5,,abandoned
F004,22,complaint,normal,online,19,15,2,14,1,18.8,0.68,13,1,0,0,0,3,9,3.6,,critical
F001,33,consultation,normal,appointment,29,12,7,24,2,13.5,0.82,14,1,0,0,1,6,9,3.5,,abandoned
F001,38,renewal,elderly,appointment,17,45,3,23.4,5,3.8,0.9,12,0,0,1,0,3,8,5,,congested
F004,53,payment,normal,online,17,29,4,28.6,2,6.5,0.6,13,6,0,0,1,6,9,4.7,,abandoned
F001,29,inquiry,elderly,online,11,43,22,19.8,3,5.4,0.87,11,2,0,1,0,3,12,4.6,,critical
F004,74,renewal,elderly,walk-in,11,11,1,22,3,8.8,0.82,18,3,0,0,0,5,10,3.9,,normal
F002,87,payment,elderly,online,25,28,11,43.2,5,3,0.97,11,1,0,1,0,2,9,4.6,,busy
F005,76,renewal,elderly,appointment,18,11,11,51.5,8,9.2,0.84,12,5,0,1,1,3,10,4.2,,abandoned
F001,42,inquiry,urgent,walk-in,5,21,16,14,3,8.4,0.7,16,0,0,0,0,6,8,4.7,,critical
F004,43,consultation,normal,appointment,15,14,8,28.8,3,6.5,0.81,10,2,0,1,0,6,10,4.2,,congested
F005,19,consultation,normal,appointment,40,11,11,25,1,13.7,0.74,17,0,0,0,0,5,10,1.5,,critical
F001,23,application,normal,walk-in,33,7,7,19,1,12.2,0.88,17,1,0,0,0,3,12,3.4,,critical
F004,40,application,elderly,online,23,22,18,23,1,9.5,0.83,18,2,0,0,0,5,8,1.2,,critical
F003,61,application,normal,appointment,20,13,9,31.2,3,11.2,0.87,16,5,0,0,0,5,12,4.1,,critical
F001,87,application,elderly,appointment,7,11,7,18,3,16.7,0.89,17,3,0,0,0,2,10,4.4,,critical
F003,18,renewal,normal,online,10,25,8,28.8,5,4.3,0.8,10,2,0,1,0,6,9,4.8,,busy
F005,51,payment,normal,appointment,35,9,4,10.2,3,3.6,0.84,13,0,1,0,0,3,8,4.4,,normal
F001,30,inquiry,normal,walk-in,12,24,21,19,1,7.3,0.82,15,4,0,0,0,4,10,1.4,,critical
F005,47,consultation,normal,online,20,32,1,28.6,1,9.1,0.69,14,6,0,0,1,3,10,5,,abandoned
F002,68,complaint,normal,walk-in,15,34,33,21.6,4,9.6,0.89,10,0,0,1,0,4,8,3.2,,critical
F004,51,inquiry,normal,walk-in,26,7,4,23,2,10.6,0.83,8,2,0,0,0,5,9,4.4,,congested
F004,27,payment,urgent,walk-in,5,13,13,23,3,5.7,0.81,16,2,0,0,0,5,10,4.4,,busy
F002,21,complaint,normal,walk-in,24,14,3,21,4,13.3,0.79,13,3,0,0,0,4,9,3.5,,normal
F003,24,complaint,urgent,walk-in,5,28,20,32.8,5,22.2,0.8,9,6,0,1,0,5,12,2.5,,critical
F001,87,payment,elderly,online,6,27,25,23.4,4,9.3,0.79,16,6,0,0,0,5,8,2.9,,critical
F003,52,complaint,normal,online,19,10,8,18,3,23,0.88,12,1,0,1,0,2,8,3.5,,critical
F002,66,payment,normal,walk-in,19,21,4,20,4,6.1,0.86,18,0,0,0,0,6,12,4.8,,normal
F003,85,payment,elderly,online,12,14,6,25,4,4.5,0.82,8,1,0,0,1,4,10,3.7,,abandoned
F004,50,consultation,normal,appointment,17,30,29,18,7,12.1,0.99,12,2,0,1,0,3,8,3.7,,critical
F004,47,complaint,normal,appointment,18,18,8,14,4,19.2,0.89,18,2,0,0,0,6,9,5,,critical
F005,43,complaint,normal,walk-in,17,9,5,14,4,18.1,0.9,17,4,0,0,0,3,10,3.3,,critical
F003,36,renewal,normal,online,17,9,6,41.4,6,5,0.86,9,3,0,1,0,3,9,4.7,,busy
F004,52,application,normal,walk-in,20,31,19,22.1,2,15.3,0.67,8,5,0,0,1,3,12,1,,abandoned
F003,80,inquiry,elderly,walk-in,10,36,9,27,4,5.7,0.85,10,4,0,1,0,5,9,3.6,,congested
F005,74,payment,elderly,walk-in,17,56,32,46.8,6,8.1,0.98,11,6,0,1,0,5,10,4.5,,critical
F002,85,application,elderly,walk-in,13,25,23,11,1,22.5,0.74,17,2,0,0,0,6,12,1,,critical
F004,24,application,normal,appointment,17,11,5,24,4,12.2,0.87,16,1,0,0,0,3,12,4,,critical
F005,36,application,elderly,online,11,19,15,12,1,13.5,0.65,8,1,0,0,0,3,12,1,,critical
F001,43,inquiry,normal,walk-in,21,11,2,10.8,3,3,0.81,8,0,1,0,0,2,8,5,,normal
F003,67,application,normal,walk-in,5,27,20,19.5,4,19.7,0.77,13,6,0,0,1,6,9,2,,abandoned
F002,24,complaint,normal,online,18,32,20,34.2,8,25.2,0.95,10,4,0,1,0,2,9,3.3,,critical
F005,19,renewal,normal,walk-in,15,11,8,15,1,3,0.78,17,0,1,0,0,5,12,3.8,,critical
F001,49,consultation,normal,appointment,23,22,9,16,1,8,0.66,17,2,0,0,1,3,8,3.3,,abandoned
F005,29,renewal,normal,online,29,7,1,29.9,2,7.5,0.65,17,5,0,0,0,6,9,4.4,,normal
F001,29,consultation,elderly,online,10,14,6,21,4,16.7,0.85,17,2,0,0,0,4,12,3.6,,critical
F005,70,application,normal,online,9,37,14,28.8,7,6.9,0.81,12,1,0,1,0,2,12,5,,critical
F004,58,application,normal,online,18,30,17,49.1,4,20.7,0.92,12,5,0,1,0,5,9,2.4,,critical
F004,33,consultation,normal,appointment,25,9,8,23.4,8,10,0.97,12,0,0,1,0,2,10,5,,critical
F001,43,consultation,normal,walk-in,15,14,5,12,3,13.1,0.69,18,4,0,0,0,4,10,4.6,,critical
F002,42,payment,normal,online,20,15,14,20,4,3.5,0.87,17,4,0,0,0,5,9,4.6,,busy
F003,77,renewal,elderly,online,11,18,2,19,3,14,0.77,16,0,0,0,1,4,8,4.4,,abandoned
F003,86,inquiry,elderly,appointment,13,10,10,22,2,6.4,0.78,8,1,0,0,0,2,10,3.2,,critical
F001,56,inquiry,normal,walk-in,12,19,17,34.2,4,7.4,0.82,11,1,0,1,0,5,8,4.7,,critical
F002,61,payment,elderly,online,20,20,17,19,3,6.4,0.64,16,0,0,0,0,3,8,4.5,,critical
F003,57,consultation,normal,online,13,6,6,12,3,7,0.74,16,1,0,0,1,2,10,4,,abandoned
F001,54,payment,elderly,walk-in,21,16,11,31.2,1,6.1,0.68,13,6,0,0,1,6,8,3.7,,abandoned
F005,36,renewal,urgent,appointment,9,14,10,17,2,12.4,0.62,16,4,0,0,0,5,8,4.5,,critical
F004,67,consultation,normal,online,24,6,1,23,4,16.3,0.65,18,1,0,0,0,6,10,4.2,,normal
F001,86,complaint,elderly,appointment,10,16,15,32.8,3,11.7,0.96,11,5,0,1,0,5,10,2.3,,critical
F003,46,payment,normal,appointment,24,9,5,21,4,5.3,0.66,15,1,0,0,0,5,12,4.1,,normal
F001,77,inquiry,elderly,appointment,13,18,10,37.8,7,6.4,0.91,9,1,0,1,0,4,8,4.2,,congested
F002,70,application,normal,appointment,26,12,10,17,2,12.1,0.89,15,3,0,0,0,6,12,3.4,,critical
F005,87,renewal,elderly,appointment,16,15,3,15.6,4,7.3,0.63,17,6,0,0,0,2,12,5,,busy
F002,31,application,normal,walk-in,27,24,13,20,4,18.7,0.79,14,2,0,0,1,6,8,2.9,,abandoned
F005,55,application,normal,appointment,24,30,20,43.2,4,17,0.84,10,0,0,1,0,4,12,2.7,,critical
F001,19,application,normal,online,20,24,17,22,2,7.5,0.86,13,1,0,0,1,2,10,3.7,,abandoned
F002,68,inquiry,normal,online,25,25,11,22,4,6.5,0.71,8,2,0,0,0,5,9,5,,congested
F004,37,inquiry,elderly,online,24,18,5,18.2,1,7.2,0.62,13,5,0,0,1,5,9,4.1,,abandoned
F002,72,inquiry,elderly,appointment,19,31,6,31.2,4,4.8,0.77,14,6,0,0,0,3,12,4.7,,congested
F003,48,complaint,normal,appointment,18,21,9,23,3,12.9,0.61,15,4,0,0,1,2,12,3.5,,abandoned
F001,85,complaint,elderly,appointment,17,23,15,21.6,7,28,0.98,10,2,0,1,1,6,10,3.7,,abandoned
F003,78,consultation,elderly,appointment,9,19,17,25,3,13.8,0.73,13,0,0,0,0,3,8,3.9,,critical
F005,51,application,normal,appointment,15,14,11,58.5,7,7.8,0.83,12,5,0,1,1,2,10,3.6,,abandoned
F005,50,renewal,elderly,walk-in,18,9,5,18,3,6.9,0.6,16,4,0,0,0,3,12,5,,busy
F002,48,complaint,normal,online,16,46,12,25.7,5,7.8,1,12,5,0,1,0,5,12,5,,congested
F001,39,complaint,normal,walk-in,7,11,10,21,1,25.6,0.79,18,0,0,0,0,3,12,1,,critical
F003,47,application,normal,walk-in,40,17,13,25,3,15.6,0.64,15,2,0,0,0,5,12,3,,critical
F003,30,consultation,normal,appointment,36,22,21,21,4,16.8,0.78,16,2,0,0,0,4,10,3.6,,critical
F005,77,inquiry,elderly,appointment,17,12,12,16,3,7.6,0.8,18,1,0,0,0,2,8,3.7,,critical
F001,31,application,normal,online,28,11,6,10.2,3,11.8,0.68,14,0,1,0,1,2,9,4.7,,abandoned
F001,29,consultation,normal,walk-in,25,56,9,51.5,8,7.4,0.95,9,6,0,1,0,3,10,4.2,,critical
F004,53,inquiry,normal,walk-in,13,32,21,32.4,4,5.7,0.96,9,0,0,1,0,5,10,4.3,,critical
F004,26,inquiry,normal,online,9,36,13,39.6,4,4,0.93,12,1,0,1,0,3,8,5,,critical
F001,27,consultation,normal,online,17,12,10,32.4,6,13,0.8,12,1,0,1,0,2,12,4.8,,critical
F005,18,inquiry,normal,walk-in,17,21,16,25,4,9.8,0.72,13,1,0,0,0,3,8,4.8,,critical
F001,86,application,elderly,online,12,16,11,19,4,9.4,0.62,15,1,0,0,0,4,10,4.2,,critical
F003,40,payment,elderly,walk-in,6,23,2,23.8,8,7.1,0.84,12,0,1,1,0,5,8,4.4,,busy
F003,42,consultation,normal,online,24,5,5,18.4,6,9.9,0.88,11,0,1,1,0,5,12,3.7,,normal
F005,61,consultation,elderly,appointment,5,3,2,7.8,2,12.8,0.84,8,0,1,0,0,3,9,4.1,,critical
F001,20,complaint,normal,online,33,36,3,30.6,8,15.3,0.93,10,1,0,1,1,4,8,4,,abandoned
F004,32,consultation,normal,online,23,26,20,22.1,1,13.6,0.84,17,5,0,0,1,4,8,1,,abandoned
F002,45,renewal,normal,appointment,19,6,5,15,3,7.4,0.62,16,4,0,0,0,4,9,3.8,,congested
F001,30,payment,normal,walk-in,13,25,20,22,2,3.3,0.6,17,1,0,0,0,3,8,3.4,,critical
F002,78,complaint,elderly,walk-in,13,16,7,25.2,8,27.4,0.85,12,4,0,1,0,6,8,3.8,,critical
F005,56,consultation,urgent,walk-in,5,16,14,10,2,3,0.66,15,1,0,0,0,4,9,4.7,,critical
F001,24,renewal,normal,walk-in,21,14,2,18.2,4,8.3,0.75,18,6,0,0,0,4,10,4.9,,normal
F001,23,inquiry,urgent,walk-in,5,8,1,15,2,3,0.84,13,1,0,0,0,3,12,4.2,,busy
F004,59,complaint,normal,walk-in,11,12,2,20,2,21.4,0.63,14,3,0,0,0,3,8,3.3,,critical
F002,36,inquiry,normal,online,39,11,10,24,2,3,0.72,8,1,0,0,0,4,10,4.9,,busy
F002,25,application,elderly,appointment,12,13,3,13,4,12.3,0.74,8,4,0,0,0,4,9,4.7,,normal
F004,88,payment,elderly,appointment,12,15,2,29.9,4,7,0.86,17,6,0,0,0,4,8,5,,normal
F001,73,renewal,elderly,walk-in,13,41,15,25.2,7,8.5,0.98,11,2,0,1,0,5,8,4.4,,congested
F004,30,complaint,urgent,online,8,24,16,22.1,1,11.6,0.77,15,5,0,0,1,3,9,1,,abandoned
F004,79,consultation,elderly,walk-in,17,14,3,24,1,15.6,0.89,18,0,0,0,0,3,10,2.3,,critical
F005,27,complaint,normal,online,11,17,11,11,3,13.7,0.73,18,1,0,0,0,6,9,3.7,,critical
F003,25,renewal,normal,walk-in,18,21,12,11,1,12.1,0.71,17,2,0,0,0,4,9,1.7,,critical
F002,44,complaint,elderly,online,11,16,11,30.6,7,25,0.82,9,1,0,1,0,3,10,3.4,,critical
F004,53,inquiry,normal,walk-in,22,6,1,21,3,5.5,0.74,16,1,0,0,0,6,10,4.3,,normal
F001,42,consultation,normal,walk-in,7,19,3,12,4,11.8,0.87,18,4,0,0,0,3,10,3.9,,critical
F004,84,payment,elderly,walk-in,15,25,1,19,4,6.8,0.89,15,4,0,0,0,4,12,3.9,,normal
F004,26,payment,normal,appointment,19,6,2,26,4,4.1,0.77,8,6,0,0,0,6,12,5,,normal
F002,39,renewal,normal,walk-in,5,23,8,45,5,8.6,0.99,10,4,0,1,0,4,10,4.5,,critical
F005,86,payment,elderly,appointment,21,18,6,19.5,2,7.4,0.65,17,5,0,0,0,3,12,4.5,,congested
F003,22,complaint,normal,online,20,35,23,32.8,5,23.1,0.89,11,5,0,1,0,2,8,3,,critical
F005,37,renewal,normal,appointment,13,9,9,36,8,10.5,0.94,10,1,0,1,0,3,12,4,,critical
F003,35,consultation,normal,appointment,17,22,4,19,1,10.4,0.72,15,3,0,0,0,2,10,3.2,,critical
F001,46,application,normal,online,23,30,7,23.4,3,11.3,0.91,11,6,0,1,0,6,12,4.2,,congested
F003,25,application,normal,appointment,20,16,13,14,4,22.1,0.71,17,3,0,0,0,4,10,3.3,,critical
F004,74,payment,elderly,appointment,17,23,15,24.7,2,3,0.84,16,6,0,0,0,3,8,4.4,,congested
F004,60,application,normal,appointment,10,7,5,22,1,13.7,0.6,15,2,0,0,0,3,12,3.4,,critical
F003,66,payment,normal,online,17,25,18,45,3,6.2,0.96,10,3,0,1,0,5,12,4.1,,critical
F002,56,renewal,urgent,appointment,5,25,21,25,1,9.8,0.8,8,4,0,0,0,5,9,1.2,,critical
F001,64,consultation,normal,online,22,41,31,41.4,5,8,0.93,12,3,0,1,0,4,8,4.4,,critical
F003,58,payment,normal,appointment,18,24,23,18.2,3,7.6,0.65,17,5,0,0,0,2,10,3.5,,critical
F003,41,payment,normal,appointment,5,18,6,46.8,5,3,0.97,9,6,0,1,0,4,8,4.1,,busy
F002,84,payment,elderly,walk-in,19,25,12,45,6,6.1,0.87,10,4,0,1,0,3,9,4.2,,congested
F001,85,complaint,elderly,walk-in,13,22,18,13,4,15.6,0.74,16,4,0,0,1,5,10,2.8,,abandoned
F002,84,inquiry,elderly,walk-in,23,27,6,34.2,3,5.4,0.95,10,4,0,1,0,3,10,5,,normal
F005,32,complaint,normal,online,32,12,1,45,6,17.4,0.81,9,4,0,1,0,6,8,5,,normal
F003,56,consultation,normal,walk-in,12,9,2,23.4,7,13.3,0.84,12,1,0,1,0,2,8,3.7,,critical
F001,63,renewal,normal,online,29,18,17,30.6,7,6.8,0.91,12,2,0,1,0,6,9,4.5,,busy
F001,18,application,normal,online,26,14,4,45,5,8.3,0.94,12,2,0,1,0,3,10,4.5,,normal
F003,70,payment,normal,appointment,35,18,11,30.4,6,7.1,0.82,11,6,0,1,0,6,8,3.5,,normal
F002,76,renewal,elderly,appointment,18,43,20,43.2,4,10,0.91,9,1,0,1,0,2,12,2.9,,critical
F004,80,complaint,elderly,walk-in,19,14,7,43.2,7,19.6,0.93,10,4,0,1,0,5,8,4.6,,congested
F003,43,renewal,normal,appointment,18,27,7,39.6,3,5.1,0.85,10,0,0,1,0,6,10,5,,busy
F003,78,renewal,elderly,walk-in,14,24,13,25,3,3,0.64,18,4,0,0,0,5,12,4.8,,congested
F003,24,consultation,normal,walk-in,18,12,8,18,4,8.2,0.88,10,2,0,1,0,6,8,4.1,,congested
F005,77,inquiry,elderly,online,17,11,5,25,4,5.1,0.75,16,0,0,0,0,2,8,4.8,,busy
F002,58,inquiry,normal,appointment,25,30,15,43.2,3,7.2,0.81,9,0,0,1,0,5,12,3.3,,critical
F004,90,consultation,elderly,walk-in,20,20,18,25,4,9.9,0.77,14,1,0,0,0,4,12,4.2,,critical
F005,54,renewal,normal,online,22,19,2,13,1,6.1,0.64,17,5,0,0,0,2,10,3.8,,congested
F001,62,inquiry,elderly,walk-in,15,7,6,22.1,2,6,0.67,13,6,0,0,0,4,8,4,,congested
F003,76,consultation,elderly,walk-in,18,10,10,13.8,3,5.5,0.61,16,0,1,0,0,5,12,3.6,,congested
F002,44,complaint,normal,appointment,11,15,8,20,2,20.6,0.78,15,3,0,0,0,5,8,3.7,,critical
F005,24,renewal,normal,online,19,25,19,39.6,4,7.5,0.92,11,3,0,1,0,2,10,3.9,,critical
F004,44,inquiry,urgent,walk-in,7,16,3,19,3,6.7,0.73,16,4,0,0,0,5,10,5,,normal
F004,41,application,elderly,online,19,3,3,9,4,17.5,0.66,18,0,1,0,0,4,12,4.4,,busy
F004,43,application,normal,appointment,28,16,15,14,2,5.9,0.65,18,2,0,0,0,5,10,3.3,,critical
F001,70,payment,normal,walk-in,24,23,10,27,5,7.7,0.94,9,1,0,1,0,3,9,4.2,,congested
F003,89,inquiry,elderly,appointment,19,32,28,19.8,4,9.2,0.83,12,4,0,1,1,6,9,4.2,,abandoned
